STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
722146,12816, 19790514,   74.9,22,   68.4,22, 1015.7,22, 9999.9, 0,   9.4,22,   3.2,22,  17.9,  24.9,   86.9 ,  66.9 , 0.75C,999.9, 110010,
722146,12816, 19790515,   73.2,23,   66.1,23, 1016.9,23, 9999.9, 0,   8.0,23,   6.5,23,  15.0,  22.9,   83.8 ,  61.9 , 0.00D,999.9, 010010,
722146,12816, 19790516,   71.5,24,   60.8,24, 1019.2,24, 9999.9, 0,   7.4,24,   7.2,24,  14.0, 999.9,   82.9*,  59.9 , 0.00D,999.9, 100000,
722146,12816, 19790517,   69.9,22,   60.3,22, 1020.3,22, 9999.9, 0,   5.7,22,   8.2,22,  15.9, 999.9,   82.9 ,  63.0 , 0.00D,999.9, 100000,
722146,12816, 19790518,   66.2,24,   51.5,23, 1020.5,24, 9999.9, 0,  10.4,24,   6.1,24,  15.0,  15.9,   79.9 ,  54.0 , 0.00D,999.9, 000000,
722146,12816, 19790519,   68.0,24,   52.2,24, 1017.5,24, 9999.9, 0,  10.2,24,   3.4,24,   9.9, 999.9,   84.9*,  50.9 , 0.00D,999.9, 100000,
722146,12816, 19790520,   73.2,24,   61.8,24, 1015.8,24, 9999.9, 0,   7.7,24,   6.4,24,  11.8,  15.0,   87.1*,  61.0 , 0.00D,999.9, 000000,
722146,12816, 19790521,   76.2,24,   64.8,24, 1015.0,24, 9999.9, 0,   6.3,24,   6.8,24,  11.8, 999.9,   90.0*,  65.8 , 0.00D,999.9, 100010,
722146,12816, 19790522,   77.0,24,   65.3,24, 1016.9,24, 9999.9, 0,   6.3,24,   4.8,23,  11.8, 999.9,   90.0 ,  65.8 , 0.00D,999.9, 100000,
722146,12816, 19790523,   76.0,24,   64.7,23, 1017.6,24, 9999.9, 0,   6.5,24,   5.0,24,  11.8, 999.9,   88.0 ,  63.9 , 0.00D,999.9, 100000,
722146,12816, 19790524,   75.7,24,   68.9,24, 1012.8,24, 9999.9, 0,   9.5,24,   7.8,24,  12.8,  16.9,   86.9 ,  70.0 , 0.08G,999.9, 010010,
722146,12816, 19790525,   71.1,24,   58.0,24, 1011.2,24, 9999.9, 0,  10.2,24,   8.0,24,  15.9, 999.9,   81.9 ,  61.9 , 0.00G,999.9, 000000,
722146,12816, 19790526,   63.1,23,   44.9,23, 1015.8,23, 9999.9, 0,  12.0,23,   5.6,22,  14.0, 999.9,   77.9 ,  46.9 , 0.00D,999.9, 000000,
722146,12816, 19790527,   64.8,22,   50.3,22, 1018.2,22, 9999.9, 0,  11.3,22,   2.4,22, 999.9, 999.9,   81.0*,  50.0 , 0.00D,999.9, 000000,
722146,12816, 19790528,   70.6,23,   56.2,23, 1017.2,23, 9999.9, 0,  12.0,23,   2.4,23,   8.9, 999.9,   86.0*,  55.9 , 0.00D,999.9, 000000,
722146,12816, 19790529,   71.7,22,   59.3,22, 1015.1,22, 9999.9, 0,  12.3,22,   3.6,22,  11.8, 999.9,   88.0*,  56.8 , 0.00C,999.9, 000000,
722146,12816, 19790530,   75.5,23,   65.6,23, 1015.4,23, 9999.9, 0,   8.2,23,   3.6,23,  11.8,  22.0,   91.9*,  63.0 , 0.00H,999.9, 010010,
722146,12816, 19790531,   76.0,23,   69.6,23, 1018.9,23, 9999.9, 0,   8.8,23,   6.3,23,  11.8, 999.9,   91.9 ,  68.0 , 0.20D,999.9, 110010,
722146,12816, 19790601,   78.3,22,   71.1,22, 1020.0,22, 9999.9, 0,   8.7,22,   5.0,22,  14.0, 999.9,   90.9 ,  72.9 , 0.00D,999.9, 110010,
722146,12816, 19790602,   77.4,24,   70.6,24, 1017.7,24, 9999.9, 0,  10.5,24,   2.6,24,   8.0, 999.9,   90.0 ,  66.9 , 0.16G,999.9, 100000,
722146,12816, 19790603,   81.2,24,   71.5,24, 1015.3,24, 9999.9, 0,  10.3,24,   5.0,24,  11.8, 999.9,   93.0*,  70.9 , 0.00G,999.9, 100000,
722146,12816, 19790604,   80.5,24,   71.2,24, 1012.6,24, 9999.9, 0,   9.6,24,   7.0,24,  14.0, 999.9,   93.0*,  70.9 , 0.00D,999.9, 100000,
722146,12816, 19790605,   81.3,24,   71.2,24, 1011.0,24, 9999.9, 0,   7.1,24,   6.4,24,  10.9, 999.9,   92.8 ,  72.0 , 0.00D,999.9, 100000,
722146,12816, 19790606,   80.1,23,   68.5,23, 1012.4,23, 9999.9, 0,   6.1,23,   4.1,23,   7.0, 999.9,   93.0*,  68.9 , 0.00D,999.9, 100000,
722146,12816, 19790607,   81.1,22,   71.5,22, 1014.3,22, 9999.9, 0,   6.5,22,   2.9,22,  12.8, 999.9,   93.9 ,  70.0 , 0.00D,999.9, 100000,
722146,12816, 19790608,   80.6,23,   71.6,23, 1017.2,23, 9999.9, 0,   7.7,23,   6.4,23,  17.9, 999.9,   92.8 ,  72.0 , 0.00D,999.9, 110000,
722146,12816, 19790609,   76.4,20,   67.2,20, 1018.3,20, 9999.9, 0,  11.9,20,   7.8,19,  12.8,  18.8,   90.0 ,  66.9*, 0.00C,999.9, 000000,
722146,12816, 19790610,   77.1,24,   65.4,24, 1016.9,24, 9999.9, 0,   5.6,24,   6.3,24,  11.8, 999.9,   89.1*,  64.9 , 0.00D,999.9, 100000,
722146,12816, 19790611,   78.4,24,   67.1,24, 1012.8,24, 9999.9, 0,   4.0,24,   4.2,24,  15.0, 999.9,   93.0*,  64.9 , 0.00D,999.9, 110010,
722146,12816, 19790612,   73.6,23,   68.2,23, 1014.0,23, 9999.9, 0,   5.9,23,   8.6,23,  14.0,  17.9,   77.0*,  68.0 , 0.98G,999.9, 110010,
722146,12816, 19790613,   71.2,22,   62.5,21, 1018.2,22, 9999.9, 0,  10.4,22,   8.2,22,  15.0,  21.0,   80.1*,  63.0 , 0.00G,999.9, 000000,
722146,12816, 19790614,   72.6,23,   65.9,23, 1018.4,23, 9999.9, 0,  10.3,23,   8.9,23,  18.8,  24.9,   80.1*,  66.9 , 0.00D,999.9, 010000,
722146,12816, 19790615,   71.7,22,   69.5,22, 1017.3,22, 9999.9, 0,   6.1,22,   8.6,22,  11.8,  15.0,   79.9 ,  70.0*, 0.04C,999.9, 110000,
722146,12816, 19790616,   71.8,24,   67.8,24, 1015.2,24, 9999.9, 0,   7.3,24,   6.9,24,  11.8, 999.9,   82.0*,  66.9 , 0.12G,999.9, 110000,
722146,12816, 19790617,   77.1,22,   68.0,22, 1017.0,22, 9999.9, 0,   6.7,22,   5.0,22,  11.8, 999.9,   90.0*,  65.8 , 0.00G,999.9, 100000,
722146,12816, 19790618,   79.9,23,   68.2,23, 1019.3,23, 9999.9, 0,   5.7,23,   4.9,23,  14.0, 999.9,   91.0*,  68.9 , 0.00D,999.9, 100000,
722146,12816, 19790619,   81.3,24,   69.4,24, 1019.8,24, 9999.9, 0,   4.4,24,   2.0,24,   8.0, 999.9,   95.0*,  68.9 , 0.00D,999.9, 100000,
722146,12816, 19790620,   80.9,24,   70.2,24, 1021.0,24, 9999.9, 0,   3.8,24,   4.2,24,   9.9, 999.9,   95.0 ,  70.9 , 0.00D,999.9, 100010,
722146,12816, 19790621,   78.3,23,   70.3,23, 1022.1,23, 9999.9, 0,   3.9,23,   5.6,23,  10.9, 999.9,   92.8 ,  70.0 , 0.00D,999.9, 110000,
722146,12816, 19790622,   73.4,21,   69.2,21, 1021.1,21, 9999.9, 0,   6.5,21,   4.3,21,  14.0, 999.9,   86.9 ,  65.8 , 1.22G,999.9, 110010,
722146,12816, 19790623,   78.4,23,   71.0,23, 1020.3,23, 9999.9, 0,   4.6,23,   2.8,23,   9.9, 999.9,   90.0*,  68.0 , 0.00G,999.9, 100000,
722146,12816, 19790624,   79.0,23,   70.2,23, 1019.9,23, 9999.9, 0,   4.9,23,   4.2,23,  10.9, 999.9,   90.0 ,  68.0 , 0.00D,999.9, 110000,
722146,12816, 19790625,   78.2,24,   71.5,24, 1019.3,24, 9999.9, 0,   7.4,24,   4.7,23,  14.0, 999.9,   91.9 ,  68.9 , 0.00D,999.9, 110010,
722146,12816, 19790626,   73.3,23,   70.9,23, 1020.9,23, 9999.9, 0,   3.0,23,   5.4,23,  10.9, 999.9,   88.0 ,  68.9 , 0.63G,999.9, 110010,
722146,12816, 19790627,   74.9,24,   69.3,24, 1021.2,24, 9999.9, 0,   6.5,24,   6.6,24,  10.9, 999.9,   86.0*,  66.9 , 0.47G,999.9, 110000,
722146,12816, 19790628,   76.6,23,   69.0,23, 1019.7,23, 9999.9, 0,   9.1,23,   6.4,23,  11.8, 999.9,   86.0 ,  66.9 , 0.00G,999.9, 100000,
722146,12816, 19790629,   76.8,23,   68.3,23, 1017.5,23, 9999.9, 0,  10.2,23,   4.3,23,  10.9, 999.9,   90.0*,  66.9 , 0.00C,999.9, 100000,
722146,12816, 19790630,   80.1,24,   70.4,24, 1015.0,23, 9999.9, 0,  12.8,24,   4.7,24,   8.0, 999.9,   91.9*,  68.9 , 0.00D,999.9, 000000,
722146,12816, 19790701,   82.4,22,   72.5,22, 1014.3,22, 9999.9, 0,   8.1,22,   7.1,22,  11.8, 999.9,   93.9*,  72.9 , 0.00D,999.9, 000000,
722146,12816, 19790702,   85.3,23,   74.2,23, 1017.3,23, 9999.9, 0,   5.5,23,   7.2,23,  22.0, 999.9,   97.0*,  75.9 , 0.00D,999.9, 101000,
722146,12816, 19790703,   82.8,24,   74.7,24, 1017.8,24, 9999.9, 0,   5.1,24,   4.5,24,  12.8,  24.9,   97.0 ,  73.9*, 0.00D,999.9, 110010,
722146,12816, 19790704,   79.5,24,   72.8,24, 1016.1,24, 9999.9, 0,   5.4,24,   3.8,24,  22.0,  28.0,   95.9 ,  70.9 , 1.18G,999.9, 110010,
722146,12816, 19790705,   80.6,24,   75.7,24, 1017.4,24, 9999.9, 0,   3.9,24,   4.6,24,  11.8,  17.9,   95.0 ,  73.9 , 1.34G,999.9, 110010,
722146,12816, 19790706,   79.4,24,   72.6,24, 1020.4,24, 9999.9, 0,   7.2,24,   3.4,24,  10.9, 999.9,   93.9 ,  70.9 , 0.59G,999.9, 110010,
722146,12816, 19790707,   81.5,24,   74.9,24, 1021.2,24, 9999.9, 0,   5.8,24,   5.3,24,  12.8, 999.9,   93.0*,  74.8 , 0.00G,999.9, 100010,
722146,12816, 19790708,   77.9,22,   72.9,22, 1019.7,22, 9999.9, 0,   7.3,22,   4.8,22,  10.9, 999.9,   92.8 ,  72.0 , 0.29C,999.9, 110010,
722146,12816, 19790709,   79.6,24,   73.1,24, 1016.3,24, 9999.9, 0,   9.4,24,   5.9,23,   8.9, 999.9,   88.9 ,  72.9 , 0.00D,999.9, 000000,
722146,12816, 19790710,   79.4,24,   73.6,24, 1013.7,24, 9999.9, 0,  10.5,24,   3.5,24,   8.0, 999.9,   91.9*,  70.9 ,11.22G,999.9, 110000,
722146,12816, 19790711,   81.5,23,   74.4,23, 1014.9,23, 9999.9, 0,   9.0,23,   4.5,23,  10.9, 999.9,   93.0*,  73.9 , 0.04G,999.9, 100000,
722146,12816, 19790712,   81.0,21,   74.8,21, 1018.9,21, 9999.9, 0,  11.6,21,   6.9,21,  15.9, 999.9,   93.9*,  74.8 , 0.00G,999.9, 010010,
722146,12816, 19790713,   80.8,23,   76.0,23, 1019.1,23, 9999.9, 0,   9.7,23,   3.9,23,  14.0, 999.9,   93.9 ,  74.8 , 0.28G,999.9, 100010,
722146,12816, 19790714,   83.0,23,   76.0,23, 1018.0,23, 9999.9, 0,  10.7,23,   4.5,23,  10.9, 999.9,   95.0*,  74.8 , 0.00G,999.9, 100010,
722146,12816, 19790715,   82.0,24,   73.7,24, 1017.7,24, 9999.9, 0,  13.2,24,   5.3,24,   9.9, 999.9,   95.0 ,  72.0 , 0.01G,999.9, 000010,
722146,12816, 19790716,   79.3,22,   74.5,22, 1017.5,22, 9999.9, 0,   8.5,22,   3.4,22,   9.9, 999.9,   95.0 ,  72.9 , 0.08G,999.9, 010010,
722146,12816, 19790717,   76.7,23,   73.7,23, 1016.8,23, 9999.9, 0,   6.9,23,   1.9,23,   5.8, 999.9,   91.9 ,  72.0 , 0.08G,999.9, 110010,
722146,12816, 19790718,   77.4,22,   73.8,22, 1017.0,22, 9999.9, 0,   8.1,22,   2.7,22,  18.8,  28.9,   90.0*,  72.0 , 0.02G,999.9, 110010,
722146,12816, 19790719,   79.6,22,   73.5,22, 1018.1,21, 9999.9, 0,  10.7,22,   4.1,22,   9.9, 999.9,   91.0*,  72.0 , 0.28G,999.9, 000010,
722146,12816, 19790720,   79.4,22,   72.6,22, 1019.7,22, 9999.9, 0,  12.6,22,   3.8,22,  11.8,  22.0,   93.9*,  70.0 , 0.01G,999.9, 010010,
722146,12816, 19790721,   80.8,23,   74.2,23, 1019.1,23, 9999.9, 0,  11.8,23,   4.5,23,  11.8, 999.9,   93.9 ,  74.8 , 0.00G,999.9, 100000,
722146,12816, 19790722,   80.8,20,   73.8,20, 1017.8,20, 9999.9, 0,  12.9,20,   6.1,20,  15.0,  23.9,   91.9 ,  73.9 , 0.00H,999.9, 010010,
722146,12816, 19790723,   81.0,23,   74.3,23, 1019.0,23, 9999.9, 0,  11.0,23,   7.0,23,  15.9,  22.0,   93.0*,  74.8 , 0.31G,999.9, 010010,
722146,12816, 19790724,   78.3,21,   73.2,21, 1020.7,21, 9999.9, 0,  11.5,21,   6.7,21,  12.8, 999.9,   92.8 ,  74.8 , 0.20G,999.9, 010000,
722146,12816, 19790725,   80.6,23,   73.0,23, 1020.3,23, 9999.9, 0,   8.4,23,   4.4,23,   9.9, 999.9,   91.0*,  72.9 , 0.16G,999.9, 000000,
722146,12816, 19790726,   80.8,23,   69.9,23, 1019.2,23, 9999.9, 0,  10.0,23,   1.6,23,   7.0, 999.9,   93.0*,  72.0 , 0.00G,999.9, 000010,
722146,12816, 19790727,   82.9,21,   72.3,21, 1018.7,21, 9999.9, 0,  15.3,20,   1.4,21,   5.8, 999.9,   93.9*,  72.9 , 0.00C,999.9, 000000,
722146,12816, 19790728,   84.2,21,   72.4,21, 1019.5,21, 9999.9, 0,  11.4,20,   2.3,21,   7.0, 999.9,   95.0*,  73.9 , 0.00C,999.9, 100000,
722146,12816, 19790729,   83.0,22,   71.4,22, 1018.9,22, 9999.9, 0,  12.5,21,   4.5,22,   9.9, 999.9,   95.0 ,  72.0 , 0.00C,999.9, 000000,
722146,12816, 19790730,   80.5,24,   73.6,23, 1017.1,24, 9999.9, 0,   9.6,24,   5.2,24,  10.9,  19.8,   93.9 ,  73.9*, 0.00C,999.9, 010010,
722146,12816, 19790731,   81.2,22,   76.3,22, 1017.9,22, 9999.9, 0,   5.2,22,   3.8,22,  18.8,  23.9,   90.0*,  74.8 , 0.75G,999.9, 100010,
722146,12816, 19790801,   76.9,22,   73.9,22, 1018.3,22, 9999.9, 0,   5.6,22,   2.8,22,   9.9, 999.9,   90.0 ,  72.0 , 0.16G,999.9, 110010,
722146,12816, 19790802,   79.3,21,   74.8,21, 1016.6,21, 9999.9, 0,   4.2,21,   1.8,20,   8.0, 999.9,   91.0*,  72.9 , 0.24G,999.9, 100010,
722146,12816, 19790803,   80.3,24,   73.4,24, 1017.4,24, 9999.9, 0,   8.2,24,   1.3,24,  11.8, 999.9,   90.9 ,  72.9 , 0.00G,999.9, 100000,
722146,12816, 19790804,   82.5,23,   73.4,23, 1018.6,23, 9999.9, 0,   9.6,23,   0.2,23,   4.9, 999.9,   93.9*,  72.9 , 0.00D,999.9, 000010,
722146,12816, 19790805,   79.8,23,   72.8,23, 1019.1,23, 9999.9, 0,   8.7,23,   2.2,23,  15.9, 999.9,   93.9 ,  72.0 , 0.00D,999.9, 010010,
722146,12816, 19790806,   76.4,21,   72.3,21, 1018.5,21, 9999.9, 0,   5.0,21,   1.1,21,   9.9, 999.9,   93.9 ,  71.1*, 0.43B,999.9, 110010,
722146,12816, 19790807,   78.6,22,   72.3,22, 1018.4,22, 9999.9, 0,   5.8,22,   0.8,22,   9.9, 999.9,   91.0*,  70.0 , 0.00H,999.9, 110010,
722146,12816, 19790808,   76.2,24,   71.4,24, 1020.3,24, 9999.9, 0,   7.9,24,   1.8,24,   9.9, 999.9,   90.9 ,  68.0 , 1.14G,999.9, 110010,
722146,12816, 19790809,   80.3,21,   71.0,21, 1021.4,21, 9999.9, 0,  10.3,21,   1.2,20,   9.9, 999.9,   93.0*,  68.9 , 0.01G,999.9, 010010,
722146,12816, 19790810,   74.8,21,   72.3,21, 1021.0,21, 9999.9, 0,   7.2,21,   2.2,21,  22.0,  29.9,   92.8 ,  70.0 , 0.59G,999.9, 110010,
722146,12816, 19790811,   76.8,24,   71.3,24, 1016.2,24, 9999.9, 0,   9.9,23,   5.8,23,  15.0, 999.9,   86.0 ,  70.0 , 0.00G,999.9, 100000,
722146,12816, 19790812,   75.2,21,   72.6,21, 1013.9,21, 9999.9, 0,  10.4,21,   7.4,21, 999.9, 999.9,   84.9 ,  71.1*, 0.12D,999.9, 110010,
722146,12816, 19790813,   77.1,24,   73.5,24, 1018.2,24, 9999.9, 0,   9.8,24,   3.6,24,   7.0, 999.9,   86.0*,  72.0*, 0.43D,999.9, 000010,
722146,12816, 19790814,   80.0,23,   73.7,23, 1021.0,23, 9999.9, 0,   7.5,22,   2.5,23,   5.8, 999.9,   89.1*,  72.9 , 0.00D,999.9, 100000,
722146,12816, 19790815,   81.5,23,   71.6,23, 1019.2,23, 9999.9, 0,   7.6,23,   3.7,23,   8.0, 999.9,   91.0*,  70.9 , 0.00D,999.9, 100000,
722146,12816, 19790816,   79.3,24,   71.4,24, 1018.3,24, 9999.9, 0,   5.8,24,   2.5,24,  10.9, 999.9,   91.9 ,  68.9 , 0.00D,999.9, 100000,
722146,12816, 19790817,   78.9,22,   71.2,22, 1019.3,22, 9999.9, 0,   4.5,22,   4.6,22,  11.8, 999.9,   91.9 ,  70.9 , 0.00D,999.9, 100000,
722146,12816, 19790818,   77.4,24,   72.0,24, 1019.0,24, 9999.9, 0,   6.1,24,   6.2,24,   9.9, 999.9,   90.0 ,  68.9 , 0.02G,999.9, 110000,
722146,12816, 19790819,   80.7,24,   73.6,24, 1018.2,24, 9999.9, 0,   7.4,24,   5.2,24,  11.8, 999.9,   93.0*,  72.9 , 0.00G,999.9, 100000,
722146,12816, 19790820,   80.3,20,   74.1,20, 1017.8,20, 9999.9, 0,   6.6,20,   1.2,20,   7.0, 999.9,   93.9*,  73.9 , 0.00C,999.9, 100000,
722146,12816, 19790821,   82.8,22,   73.5,22, 1017.2,22, 9999.9, 0,   8.4,22,   3.6,22, 999.9, 999.9,   95.0*,  74.8 , 0.00D,999.9, 100010,
722146,12816, 19790822,   80.3,23,   72.4,23, 1016.0,23, 9999.9, 0,   7.5,23,   2.7,23,  10.9, 999.9,   95.0 ,  70.9 , 0.00D,999.9, 100010,
722146,12816, 19790823,   76.9,23,   70.6,23, 1016.2,23, 9999.9, 0,   8.9,23,   4.0,23,  11.8, 999.9,   93.9 ,  70.0 , 0.00D,999.9, 110010,
722146,12816, 19790824,   78.6,24,   71.7,24, 1015.6,24, 9999.9, 0,   9.5,24,   4.2,24,  14.0,  22.0,   91.9*,  70.0 , 0.24G,999.9, 010010,
722146,12816, 19790825,   77.9,23,   72.0,23, 1016.7,22, 9999.9, 0,   4.3,23,   5.3,23,  14.0, 999.9,   91.0*,  70.0 , 0.79G,999.9, 110010,
722146,12816, 19790826,   80.2,24,   73.2,24, 1017.8,24, 9999.9, 0,   5.6,24,   4.0,24,  10.9, 999.9,   91.9*,  72.0 , 0.00G,999.9, 110010,
722146,12816, 19790827,   78.2,24,   74.9,24, 1017.1,24, 9999.9, 0,   7.1,24,   2.9,24,  14.0, 999.9,   91.9 ,  72.0*, 0.24G,999.9, 110010,
722146,12816, 19790828,   80.8,23,   74.8,23, 1014.6,23, 9999.9, 0,   9.1,23,   3.6,23,   9.9, 999.9,   93.0*,  73.9 , 0.08G,999.9, 110010,
722146,12816, 19790829,   78.9,23,   73.0,23, 1014.8,23, 9999.9, 0,   8.9,23,   3.0,23,   8.0, 999.9,   93.9 ,  70.9 , 0.43G,999.9, 000000,
722146,12816, 19790830,   81.7,24,   73.5,24, 1016.3,24, 9999.9, 0,  13.3,24,   3.7,24,   9.9, 999.9,   93.0*,  72.9 , 0.00G,999.9, 000000,
722146,12816, 19790831,   79.2,21,   73.3,21, 1015.6,21, 9999.9, 0,  11.0,21,   4.0,21,  10.9, 999.9,   92.8 ,  72.0 , 0.00H,999.9, 010010,
722146,12816, 19790901,   77.6,22,   72.4,22, 1014.9,22, 9999.9, 0,   9.5,22,   3.7,22,  16.9, 999.9,   91.9 ,  70.0 , 0.01C,999.9, 110000,
722146,12816, 19790902,   80.3,23,   74.4,23, 1014.0,23, 9999.9, 0,  10.0,22,   4.7,23,  11.8, 999.9,   91.0*,  73.9 , 0.08G,999.9, 000010,
722146,12816, 19790903,   78.2,23,   73.7,23, 1010.2,23, 9999.9, 0,   9.9,23,   8.0,23,  15.9, 999.9,   90.9 ,  74.8 , 0.00G,999.9, 010000,
722146,12816, 19790904,   75.5,23,   73.5,23,  999.9,23, 9999.9, 0,   6.4,23,  13.4,23,  15.9,  28.9,   84.9 ,  73.9 , 0.47G,999.9, 110000,
722146,12816, 19790905,   78.7,22,   74.9,22, 1010.1,22, 9999.9, 0,  10.9,22,   6.6,22,  12.8, 999.9,   88.0*,  74.8 , 0.24G,999.9, 010010,
722146,12816, 19790906,   80.5,24,   74.5,24, 1013.6,24, 9999.9, 0,  11.0,24,   3.7,24,  10.9, 999.9,   91.0*,  72.9 , 0.98G,999.9, 100000,
722146,12816, 19790907,   80.8,24,   74.1,24, 1012.1,24, 9999.9, 0,   9.2,24,   2.3,24,   8.0, 999.9,   91.9*,  72.0 , 0.00G,999.9, 100010,
722146,12816, 19790908,   80.0,22,   73.8,22, 1011.4,22, 9999.9, 0,   6.8,22,   2.0,22,   9.9, 999.9,   93.0*,  72.9 , 0.00D,999.9, 110010,
722146,12816, 19790909,   74.6,24,   72.2,24, 1012.5,24, 9999.9, 0,   5.5,23,   5.8,24,  11.8, 999.9,   92.8 ,  68.9 , 0.35G,999.9, 110010,
722146,12816, 19790910,   76.2,23,   73.6,23, 1013.3,23, 9999.9, 0,   6.1,23,   7.6,23,  11.8, 999.9,   86.0 ,  72.0 , 0.35G,999.9, 110000,
722146,12816, 19790911,   77.5,21,   73.5,21, 1011.6,20, 9999.9, 0,   4.7,21,   7.9,21,  11.8,  22.9,   88.0*,  72.9 , 0.00G,999.9, 110000,
722146,12816, 19790912,   78.9,23,   75.5,23, 1010.0,23, 9999.9, 0,   7.4,23,   7.9,23,  16.9, 999.9,   88.0 ,  74.8 , 0.12G,999.9, 010010,
722146,12816, 19790913,   79.3,23,   76.2,22, 1009.4,22, 9999.9, 0,   6.3,23,   6.5,23,   8.9, 999.9,   89.1*,  74.8 , 0.20G,999.9, 110000,
722146,12816, 19790914,   79.0,23,   76.6,23, 1011.6,23, 9999.9, 0,   6.2,23,   5.4,23,   8.0, 999.9,   89.1*,  75.9 , 0.39G,999.9, 110010,
722146,12816, 19790915,   76.9,23,   75.4,23, 1013.9,23, 9999.9, 0,   6.0,23,   5.2,23,  10.9, 999.9,   90.0 ,  74.8 , 0.00G,999.9, 110010,
722146,12816, 19790916,   75.6,23,   71.8,23, 1017.1,23, 9999.9, 0,   6.4,23,   6.4,23,  11.8, 999.9,   84.0*,  70.0 , 1.26G,999.9, 110010,
722146,12816, 19790917,   79.1,24,   73.3,24, 1019.2,24, 9999.9, 0,   7.8,23,   6.4,24,   9.9, 999.9,   87.1*,  73.9 , 0.00G,999.9, 100000,
722146,12816, 19790918,   79.4,21,   72.7,21, 1018.1,21, 9999.9, 0,   9.8,21,   5.5,21,  10.9, 999.9,   88.0*,  72.0 , 0.00C,999.9, 100000,
722146,12816, 19790919,   78.3,22,   72.3,22, 1015.7,22, 9999.9, 0,   6.6,22,   2.8,22,   8.9, 999.9,   90.0 ,  70.9 , 0.00D,999.9, 100000,
722146,12816, 19790920,   79.9,24,   72.1,24, 1014.8,24, 9999.9, 0,  13.9,24,   4.9,23,  12.8, 999.9,   90.0 ,  72.0 , 0.00D,999.9, 000000,
722146,12816, 19790921,   81.2,21,   74.6,21, 1013.0,21, 9999.9, 0,  10.0,21,   9.8,21,  14.0, 999.9,   90.0 ,  77.0*, 0.00H,999.9, 010000,
722146,12816, 19790922,   79.2,24,   75.8,24, 1012.1,24, 9999.9, 0,   7.8,24,   8.4,23,  12.8,  19.8,   88.9 ,  75.9 , 0.12G,999.9, 110010,
722146,12816, 19790923,   76.3,21,   72.5,21, 1013.3,21, 9999.9, 0,   5.8,21,   4.6,21,   7.0, 999.9,   88.0 ,  70.0 , 0.24G,999.9, 100000,
722146,12816, 19790924,   74.5,21,   72.8,21, 1014.9,21, 9999.9, 0,   4.4,21,   5.1,21,   9.9,  17.9,   81.0 ,  72.0 , 0.47G,999.9, 110010,
722146,12816, 19790925,   73.4,24,   72.2,24, 1017.0,24, 9999.9, 0,   3.3,24,   5.9,24,   8.9, 999.9,   80.1*,  70.0 , 1.14G,999.9, 100000,
722146,12816, 19790926,   75.7,24,   72.6,24, 1016.7,24, 9999.9, 0,   4.0,24,   6.4,24,  11.8, 999.9,   84.9*,  70.0 , 0.43G,999.9, 110010,
722146,12816, 19790927,   77.0,24,   72.6,24, 1014.7,24, 9999.9, 0,   8.2,24,   4.2,24,   8.9, 999.9,   89.1*,  70.0 , 0.00G,999.9, 110000,
722146,12816, 19790928,   78.0,24,   73.3,24, 1014.8,24, 9999.9, 0,  11.2,24,   5.2,24,  16.9, 999.9,   88.9 ,  72.0 , 0.00D,999.9, 110010,
722146,12816, 19790929,   75.1,24,   73.1,24, 1014.3,24, 9999.9, 0,   6.4,24,   2.6,24,   9.9, 999.9,   88.0 ,  72.0 , 0.12G,999.9, 110010,
722146,12816, 19790930,   73.9,23,   70.3,23, 1012.7,23, 9999.9, 0,   7.8,23,   2.3,23,  15.0,  24.9,   84.9 ,  65.8 , 0.91G,999.9, 110010,
722146,12816, 19791001,   73.7,23,   70.8,23, 1012.4,23, 9999.9, 0,   7.5,23,   4.0,23,   9.9, 999.9,   84.9 ,  68.0*, 3.27G,999.9, 110010,
722146,12816, 19791002,   75.5,22,   69.9,22, 1012.4,22, 9999.9, 0,   8.1,22,   6.5,22,  15.0, 999.9,   87.1*,  68.0*, 0.00G,999.9, 100000,
722146,12816, 19791003,   78.2,22,   68.2,22, 1015.0,22, 9999.9, 0,   6.7,22,   5.3,22,  12.8, 999.9,   88.0 ,  68.0 , 0.00D,999.9, 100000,
722146,12816, 19791004,   73.0,24,   65.1,24, 1016.3,24, 9999.9, 0,   7.1,24,   4.2,24,  14.0, 999.9,   87.1*,  61.0 , 0.00D,999.9, 000000,
722146,12816, 19791005,   71.0,23,   60.3,23, 1013.4,23, 9999.9, 0,  10.2,23,   6.3,23,  12.8, 999.9,   86.9 ,  61.9 , 0.00D,999.9, 000000,
722146,12816, 19791006,   63.3,24,   52.0,24, 1015.4,24, 9999.9, 0,  13.1,24,   2.4,24,  10.9, 999.9,   82.0*,  48.9 , 0.00D,999.9, 000000,
722146,12816, 19791007,   68.6,22,   57.2,22, 1015.9,22, 9999.9, 0,   9.9,22,   4.4,22,  11.8, 999.9,   84.0*,  57.9 , 0.00D,999.9, 000000,
722146,12816, 19791008,   65.5,23,   53.7,23, 1017.7,23, 9999.9, 0,  14.7,23,   3.1,23,   8.9, 999.9,   83.8 ,  50.9 , 0.00D,999.9, 000000,
